Inbound delivery created this many days after shipment,PO issued on date,Delivery entered by supplier on,PO-line-Conf type,PO-line-Conf type,Vendor,vendor name,Plant,PO Document Date,PO Document,PO Item,Confirmation Number,Confirmation Category,Created by,Purchasing Group,Responsible buyer,Delivery Created by,Created on,Lead Time Code,Confirmed Delivery Date
PO conf,1/3/2020,PO conf,451018046513ABLR9,451018046513AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180465,13,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/17/2020
0,1/3/2020,03/23/2020,451018046514LALR9,451018046514LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180465,14,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,451018046514ABLR9,451018046514AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180465,14,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/17/2020
3,1/3/2020,03/16/2020,451018046515LALR9,451018046515LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180465,15,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/16/2020,F2807,04/10/2020
PO conf,1/3/2020,PO conf,451018046515ABLR9,451018046515AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180465,15,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/10/2020
2,1/3/2020,04/03/2020,45101804661LALR9,45101804661LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/03/2020,F2807,04/29/2020
PO conf,1/3/2020,PO conf,45101804661ABLR9,45101804661AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,1,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/28/2020
3,1/3/2020,03/09/2020,45101804662LALR9,45101804662LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,2,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/09/2020,F2807,04/03/2020
PO conf,1/3/2020,PO conf,45101804662ABLR9,45101804662AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,2,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/03/2020
-1,1/3/2020,04/12/2020,45101804663LALR9,45101804663LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/12/2020,F2807,05/11/2020
PO conf,1/3/2020,PO conf,45101804663ABLR9,45101804663AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,05/08/2020
7,1/3/2020,04/06/2020,45101804664LALR9,45101804664LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503013845,04/06/2020,F2807,04/27/2020
PO conf,1/3/2020,PO conf,45101804664ABLR9,45101804664AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/24/2020
0,1/3/2020,03/23/2020,45101804665LALR9,45101804665LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804665ABLR9,45101804665AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,5,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/17/2020
0,1/3/2020,03/23/2020,45101804666LALR9,45101804666LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804666ABLR9,45101804666AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,6,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/17/2020
2,1/3/2020,04/03/2020,45101804667LALR9,45101804667LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,7,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/03/2020,F2807,04/29/2020
PO conf,1/3/2020,PO conf,45101804667ABLR9,45101804667AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,7,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/28/2020
0,1/3/2020,04/13/2020,45101804668LALR9,45101804668LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503013845,04/13/2020,F2807,05/11/2020
PO conf,1/3/2020,PO conf,45101804668ABLR9,45101804668AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,8,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,05/08/2020
0,1/3/2020,03/23/2020,45101804669LALR9,45101804669LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804669ABLR9,45101804669AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,9,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/17/2020
0,1/3/2020,04/06/2020,451018046610LALR9,451018046610LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,10,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/04/2020
PO conf,1/3/2020,PO conf,451018046610ABLR9,451018046610AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180466,10,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,05/01/2020
0,1/3/2020,03/23/2020,45101804671LALRM,45101804671LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
3,1/3/2020,04/10/2020,45101804671LALRM,45101804671LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/10/2020,F2807,05/05/2020
0,1/3/2020,03/23/2020,45101804671LALRM,45101804671LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
1,1/3/2020,03/26/2020,45101804671LALRM,45101804671LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,5,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/26/2020,F2807,04/22/2020
4,1/3/2020,03/30/2020,45101804671LALRM,45101804671LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,6,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/30/2020,F2807,04/23/2020
PO conf,1/3/2020,PO conf,45101804671ABLRM,45101804671AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,8,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/17/2020
PO conf,1/3/2020,PO conf,45101804671ABLRM,45101804671AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,9,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/22/2020
PO conf,1/3/2020,PO conf,45101804671ABLRM,45101804671AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,10,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/23/2020
PO conf,1/3/2020,PO conf,45101804671ABLRM,45101804671AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,1,11,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,05/05/2020
3,1/3/2020,03/16/2020,45101804672LALR9,45101804672LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/16/2020,F2807,04/10/2020
0,1/3/2020,03/23/2020,45101804672LALR9,45101804672LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,2,4,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804672ABLR9,45101804672AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,2,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/10/2020
PO conf,1/3/2020,PO conf,45101804672ABLR9,45101804672AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,2,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/17/2020
PO conf,1/3/2020,PO conf,45101804673ABLR9,45101804673AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,3,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/28/2020
2,1/3/2020,04/03/2020,45101804673LALR9,45101804673LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,3,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/03/2020,F2807,04/29/2020
0,1/3/2020,03/23/2020,45101804674LALR9,45101804674LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804674ABLR9,45101804674AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/17/2020
7,1/3/2020,04/06/2020,45101804675LALR9,45101804675LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503013845,04/06/2020,F2807,04/27/2020
3,1/3/2020,03/09/2020,45101804675LALR9,45101804675LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,5,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/09/2020,F2807,04/03/2020
PO conf,1/3/2020,PO conf,45101804675ABLR9,45101804675AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,5,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/03/2020
PO conf,1/3/2020,PO conf,45101804675ABLR9,45101804675AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,5,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/24/2020
0,1/3/2020,03/23/2020,45101804676LALR9,45101804676LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,6,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
4,1/3/2020,03/27/2020,45101804676LALR9,45101804676LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503013845,03/27/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804676ABLR9,45101804676AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,6,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/17/2020
3,1/3/2020,03/16/2020,45101804677LALR9,45101804677LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,7,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/16/2020,F2807,04/10/2020
PO conf,1/3/2020,PO conf,45101804677ABLR9,45101804677AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,7,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/10/2020
0,1/3/2020,04/06/2020,45101804678LALR9,45101804678LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,8,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/04/2020
PO conf,1/3/2020,PO conf,45101804678ABLR9,45101804678AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,8,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,05/01/2020
0,1/3/2020,03/23/2020,45101804679LALR9,45101804679LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804679ABLR9,45101804679AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,9,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/17/2020
0,1/3/2020,03/23/2020,451018046710LALR9,451018046710LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,10,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,451018046710ABLR9,451018046710AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180467,10,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/10/2020,F2807,04/17/2020
2,1/3/2020,04/03/2020,45101804681LALR9,45101804681LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/03/2020,F2807,04/29/2020
0,1/3/2020,03/30/2020,45101804681LALR9,45101804681LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,1,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/30/2020,F2807,04/27/2020
PO conf,1/3/2020,PO conf,45101804681ABLR9,45101804681AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,1,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,04/24/2020
PO conf,1/3/2020,PO conf,45101804681ABLR9,45101804681AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,1,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,04/28/2020
0,1/3/2020,04/06/2020,45101804682LALR9,45101804682LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/04/2020
0,1/3/2020,04/06/2020,45101804682LALR9,45101804682LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,2,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/04/2020
PO conf,1/3/2020,PO conf,45101804682ABLR9,45101804682AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,2,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,05/01/2020
0,1/3/2020,04/06/2020,45101804683LALR9,45101804683LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/04/2020
0,1/3/2020,04/06/2020,45101804683LALR9,45101804683LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,3,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/04/2020
0,1/3/2020,04/06/2020,45101804683LALR9,45101804683LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,3,4,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/04/2020
PO conf,1/3/2020,PO conf,45101804683ABLR9,45101804683AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,3,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,05/01/2020
0,1/3/2020,03/23/2020,45101804684LALR9,45101804684LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,4,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804684ABLR9,45101804684AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,04/17/2020
2,1/3/2020,03/04/2020,45101804685LALR9,45101804685LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/04/2020,F2807,03/30/2020
3,1/3/2020,03/09/2020,45101804685LALR9,45101804685LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,5,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/09/2020,F2807,04/03/2020
PO conf,1/3/2020,PO conf,45101804685ABLR9,45101804685AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,5,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,03/30/2020
PO conf,1/3/2020,PO conf,45101804685ABLR9,45101804685AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,5,5,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,04/03/2020
PO conf,1/3/2020,PO conf,45101804686ABLR9,45101804686AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,6,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,04/24/2020
0,1/3/2020,03/30/2020,45101804686LALR9,45101804686LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,6,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/30/2020,F2807,04/27/2020
0,1/3/2020,04/13/2020,45101804689LAXXX,45101804689LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,9,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/13/2020,F2807,05/11/2020
0,1/3/2020,04/13/2020,45101804689LAXXX,45101804689LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,9,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/13/2020,F2807,05/11/2020
PO conf,1/3/2020,PO conf,45101804689ABXXX,45101804689AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,9,4,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,05/08/2020
PO conf,1/3/2020,PO conf,451018046810ABLR9,451018046810AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,10,1,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,05/10/2020,F2807,04/03/2020
3,1/3/2020,03/09/2020,451018046810LALR9,451018046810LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180468,10,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/09/2020,F2807,04/03/2020
0,1/3/2020,03/23/2020,45101804691LALR9,45101804691LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,1,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804691ABLR9,45101804691AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,1,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/17/2020
0,1/3/2020,03/23/2020,45101804691LALR9,45101804691LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,1,3,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
4,1/3/2020,03/27/2020,45101804691LALR9,45101804691LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,1,4,LA,GELECCLCL_BI,531,Zhiqiang Zhou,FDT503013845,03/27/2020,F2807,04/20/2020
-1,1/3/2020,04/12/2020,45101804692LALR9,45101804692LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,2,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/12/2020,F2807,05/11/2020
PO conf,1/3/2020,PO conf,45101804692ABLR9,45101804692AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,2,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,05/08/2020
3,1/3/2020,03/09/2020,45101804693LALR9,45101804693LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,3,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/09/2020,F2807,04/03/2020
PO conf,1/3/2020,PO conf,45101804693ABLR9,45101804693AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,3,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/03/2020
2,1/3/2020,03/11/2020,45101804694LALR9,45101804694LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,4,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/11/2020,F2807,04/06/2020
3,1/3/2020,03/16/2020,45101804694LALR9,45101804694LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,4,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/16/2020,F2807,04/10/2020
PO conf,1/3/2020,PO conf,45101804694ABLR9,45101804694AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,4,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/06/2020
PO conf,1/3/2020,PO conf,45101804694ABLR9,45101804694AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,4,6,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/10/2020
0,1/3/2020,03/23/2020,45101804695LALR9,45101804695LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,5,1,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,03/23/2020,F2807,04/20/2020
PO conf,1/3/2020,PO conf,45101804695ABLR9,45101804695AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,5,2,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,04/17/2020
0,1/3/2020,04/06/2020,45101804697LALR9,45101804697LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,7,2,LA,GELECCLCL_BI,531,Zhiqiang Zhou,GELPI_PROXY,04/06/2020,F2807,05/04/2020
PO conf,1/3/2020,PO conf,45101804697ABLR9,45101804697AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180469,7,3,AB,GELECCLCL_BI,531,Zhiqiang Zhou,#,04/09/2020,F2807,05/01/2020
PO conf,1/3/2020,PO conf,45101805001ABLR4,45101805001AB,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180500,1,1,AB,220041177,510,Wenjin Xu,#,02/14/2020,F2807,03/12/2020
1,1/3/2020,02/14/2020,45101805001LALR4,45101805001LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/03/2020,4510180500,1,2,LA,220041177,510,Wenjin Xu,GELPI_PROXY,02/14/2020,F2807,03/12/2020
0,1/5/2020,03/23/2020,45101805701LALRH,45101805701LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/05/2020,4510180570,1,1,LA,GELECCLCL_BI,518,Ying Xia,GELPI_PROXY,03/23/2020,F2807,04/20/2020
4,1/5/2020,03/27/2020,45101805701LALRH,45101805701LA,105559,"XIAMEN TOPSTAR LIGHTING CO.,LTD",6XWC,01/05/2020,4510180570,1,2,LA,GELECCLCL_BI,518,Ying Xia,FDT503013845,03/27/2020,F2807,04/20/2020
